لجان القيد,,قلم الأقتراع,عدد المقترعين,عدد الأوراق الباطلة,عدد الأوراق البيضاء,العدد المعول عليه مع الأوراق البيضاء,(1) الشراكة والارادة,,,,,,,,,(2) صوتك ثورة,,,,,,,,(3) لائحة الجبل,,,,,,,,(4) قادرين,,,,,(5) توحدنا للتغيير,,,,,,,,(6) سيادة وطن,,,,,,,(7) الجبل ينتفض,,,,
,,,,,,,فادي فارس المعلوف,ايلي مخايل قرداحي,حبوبه يوسف عون,سعد الدين وسيم الخطيب,بلال احمد عبد الله,مروان محمد حماده,جورج جميل عدوان,تيمور وليد جنبلاط,مجموع الأصوات,معضاد حسن ابو علي,ميشال خليل ابو سليمان,جمال انطوان مرهج,جهاد نبيل ذبيان,كابي الياس القزي,سمير حسن عاكوم,محمد سامي الحجار,مجموع الأصوات,انطوان بشاره عبود,اسامه محمد المعوش,احمد حلمي نجم الدين,فريد جورج فيليب البستاني,غسان امال عطا الله,وئام ماهر نجيب وهاب,ناجي نبيه البستاني,مجموع الأصوات,عماد محمد الفران,خالد ابراهيم سعد,ايمن غازي زين الدين,جوزف اسعد طعمه,مجموع الأصوات,شكري يوسف حداد,عماد وفيق سيف الدين,حليمه ابراهيم القعقور,صعود كريم ابو شبل,رانيه عادل غيث,نجاة خطار عون,غاده غازي ماروني عيد,مجموع الأصوات,جورج ادوار سلوان,هشام عزات ذبيان,مأمون احمد المأمون ملك,جويس جوزف مارون,محمد عمار ابراهيم الشمعه,دعد ناصيف القزي,مجموع الأصوات,اكرم علي بريش,عبد الله يوسف ابو عبد الله,نبيل خليل مشنتف,زينه شوقي منصور,مجموع الأصوات
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,67,"الجمهورية الفرنسية، باريس - دار البلدية- Caen - القلم رقم 12",3,0,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,68,"الجمهورية الفرنسية، باريس - دار البلدية- Champs Sur Marne  - غرفة رقم 1",26,0,0,26,0,1,1,0,1,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,0,5,1,10,0,0,0,0,2,0,2,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,69,"الجمهورية الفرنسية، باريس - دار البلدية- Compiegne - القلم رقم 15",11,0,0,11,0,0,0,1,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,70,"الجمهورية الفرنسية، باريس - دار البلدية- Creteil  - غرفة رقم 2",40,0,0,40,0,1,0,0,2,2,5,5,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,5,2,2,8,4,22,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,71,"الجمهورية الفرنسية، باريس - دار البلدية- Lille  - غرفة رقم 2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,72,"الجمهورية الفرنسية، باريس - دار البلدية- Lille  - غرفة رقم 1",33,0,0,33,0,0,0,3,3,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,5,0,0,2,1,4,0,1,7,2,1,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,73,"الجمهورية الفرنسية، باريس - دار البلدية- Metz - القلم رقم 21",8,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,74,"الجمهورية الفرنسية، باريس - دار البلدية- Mulhouse - القلم رقم 22",19,0,0,19,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,12,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,75,"الجمهورية الفرنسية، باريس - دار البلدية- Noisy Le Grand  - غرفة رقم 1",45,0,0,45,6,2,0,0,0,0,5,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,5,1,0,9,3,18,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,76,"الجمهورية الفرنسية، باريس - دار البلدية- 15 Paris  - غرفة رقم 4",82,2,0,80,1,1,2,0,1,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,2,0,5,0,1,7,0,1,35,8,53,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,77,"الجمهورية الفرنسية، باريس - دار البلدية- 16 Paris  - غرفة رقم 2",59,0,1,59,1,1,0,0,0,1,11,0,14,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,1,1,0,0,3,0,0,0,0,1,28,3,32,0,0,0,0,0,0,0,0,0,0,0,1
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,78,"الجمهورية الفرنسية، باريس - دار البلدية- 16 Paris  - غرفة رقم 3",130,1,0,129,1,0,0,1,2,8,19,5,37,0,1,1,0,0,1,1,4,1,0,0,1,1,1,1,7,0,2,4,0,7,3,3,10,0,2,41,9,72,0,0,0,0,1,0,1,0,0,1,0,1
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,79,"الجمهورية الفرنسية، باريس - دار البلدية- 17 Paris  - غرفة رقم 3",45,0,0,45,2,2,0,0,0,1,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,4,0,0,6,1,0,15,1,24,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,80,"الجمهورية الفرنسية، باريس - دار البلدية- Quetigny - القلم رقم 18",5,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,81,"الجمهورية الفرنسية، باريس - دار البلدية- Reims - القلم رقم 46",13,0,0,13,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,3,0,0,2,1,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,82,"الجمهورية الفرنسية، باريس - دار البلدية- Rennes - القلم رقم 47",19,0,0,19,0,0,0,1,1,2,0,4,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,2,0,1,2,0,0,1,1,6,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,83,"الجمهورية الفرنسية، باريس - دار البلدية- Saint Germain en Laye - القلم رقم
49",38,0,1,38,2,0,0,0,0,0,3,5,10,0,0,0,0,0,0,1,1,0,0,0,1,7,0,0,8,0,1,1,0,2,1,0,4,0,0,5,4,16,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,84,"الجمهورية الفرنسية، باريس - دار البلدية- Strasbourg - القلم رقم 50",21,1,0,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,4,1,0,5,0,0,3,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,85,"الجمهورية الفرنسية، باريس - دار البلدية- Suresnes  - غرفة رقم 1",127,1,2,126,1,3,1,1,2,2,26,2,41,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,10,0,0,1,3,5,1,0,13,5,2,36,6,67,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,86,"الجمهورية الفرنسية، باريس - دار البلدية- Suresnes  - غرفة رقم 2",16,0,0,16,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,0,0,0,2,3,1,0,3,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,87,"الجمهورية الفرنسية، باريس - دار البلدية- Tours - القلم رقم 56",8,0,0,8,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,88,"الجمهورية الفرنسية، باريس - دار البلدية- Versailles  - غرفة رقم 2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,89,"الجمهورية الفرنسية، مرسيليا - دار البلدية- Bordeaux - القلم رقم 64",22,0,1,22,0,1,1,2,0,0,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,90,"الجمهورية الفرنسية، مرسيليا - دار البلدية- Grenoble - القلم رقم 66",39,0,0,39,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,5,0,3,5,0,8,0,0,3,2,2,9,1,17,0,0,1,0,4,0,5,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,91,"الجمهورية الفرنسية، مرسيليا - دار البلدية- Lyon  - غرفة رقم 1",68,1,0,67,3,6,0,0,0,2,5,1,17,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,8,1,0,1,1,3,0,2,6,2,1,15,8,36,0,0,0,1,2,0,3,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,92,"الجمهورية الفرنسية، مرسيليا - دار البلدية- Marseille  - غرفة رقم 1",57,0,0,57,1,1,0,1,2,0,8,3,16,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,6,0,1,0,0,1,0,5,4,0,2,15,5,33,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,93,"الجمهورية الفرنسية، مرسيليا - دار البلدية- Poisy - القلم رقم 63",21,2,0,19,0,0,0,0,0,2,9,0,13,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,94,"الجمهورية الفرنسية، مرسيليا - دار البلدية- Poitiers - القلم رقم 74",5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,95,"الجمهورية الفرنسية، مرسيليا - دار البلدية- Toulouse - غرفة رقم 1 ",50,0,0,50,1,2,0,0,1,0,11,2,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,12,0,1,10,3,29,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,96,"الجمهورية الفرنسية، مرسيليا - دار البلدية- Valence - القلم رقم 77",7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الأولى في دائرة جبل لبنان 4 - الشوف,97,"الولايات المتحدة الأميركية، لوس انجلس - Orange The Islamic Center
Anaheim  - غرفة رقم 1",41,1,0,40,1,0,0,0,1,0,6,14,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,0,0,0,1,1,0,0,3,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,1,الجاهلية - المدرسة الرسمية - غرفة رقم 1,346,10,1,336,0,0,2,0,1,12,0,42,58,0,0,0,0,0,0,0,0,0,0,0,0,1,235,0,238,0,0,0,0,1,1,1,8,0,8,6,12,38,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,2,الجاهلية - المدرسة الرسمية - غرفة رقم 2,322,5,1,317,0,0,0,0,0,16,1,118,140,0,1,0,1,1,0,0,3,0,0,0,0,0,143,0,143,0,1,0,0,1,0,1,3,0,6,10,8,28,0,0,0,0,0,0,0,0,1,0,0,1
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,3,الجاهلية - المدرسة الرسمية - غرفة رقم 3,338,6,2,332,2,0,1,1,0,5,0,58,72,0,0,0,0,0,0,0,0,0,0,0,0,0,211,1,214,0,0,0,0,1,3,0,4,0,13,13,8,43,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,4,الجاهلية - المدرسة الرسمية - غرفة رقم 4,349,24,1,325,0,0,1,0,0,12,0,111,128,0,0,0,1,0,0,0,1,0,0,0,0,0,153,0,154,0,0,0,0,0,0,0,8,0,9,19,4,41,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,5,الجاهلية - المدرسة الرسمية - غرفة رقم 5,322,12,5,310,0,0,3,0,1,20,2,62,93,0,0,0,1,0,0,0,2,0,0,1,0,0,176,2,179,0,0,0,0,0,0,1,5,0,9,9,6,31,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,6,الزعرورية - المدرسة الرسمية للصبيان - غرفة رقم 1,352,4,4,348,1,0,2,35,118,33,1,3,200,0,2,0,0,0,1,0,4,0,0,30,0,0,11,6,47,0,1,0,0,1,5,8,52,0,0,8,5,82,0,1,0,0,7,1,10,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,7,الزعرورية - المدرسة الرسمية للصبيان - غرفة رقم 2,304,6,3,298,1,2,4,21,61,27,49,3,177,0,1,0,0,0,0,1,4,0,0,5,13,18,8,4,53,0,1,1,0,4,1,9,24,1,1,12,5,54,0,1,0,0,2,0,3,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,8,الزعرورية - المدرسة الرسمية للصبيان - غرفة رقم 3,404,21,0,383,0,0,0,37,126,37,0,0,212,0,1,0,0,0,1,2,6,0,1,39,5,0,16,4,65,0,0,0,0,0,3,8,53,0,0,11,3,83,0,1,0,0,14,0,17,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,9,الزعرورية - المدرسة الرسمية للصبيان - غرفة رقم 4,371,19,5,352,1,5,3,13,68,34,41,0,168,0,1,0,1,0,0,6,8,2,0,10,22,16,9,1,65,0,1,0,1,2,1,6,54,2,0,29,3,96,0,1,0,0,6,0,8,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,10,المغيريه - المدرسة الرسمية - غرفة رقم 1,333,12,4,321,0,0,4,31,115,16,0,1,168,0,0,1,1,0,3,1,6,0,22,4,3,0,27,11,68,0,0,2,0,2,0,2,36,2,0,4,0,48,0,0,2,0,23,0,25,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,11,المغيريه - المدرسة الرسمية - غرفة رقم 2,346,3,5,343,11,0,0,28,77,13,30,3,163,0,0,0,0,0,2,5,7,0,12,9,5,24,12,15,82,0,0,0,0,0,0,5,25,6,0,19,2,60,0,0,1,0,23,1,25,0,0,0,0,1
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,12,المغيريه - المدرسة الرسمية - غرفة رقم 3,299,22,3,277,0,0,0,17,78,11,1,0,109,0,0,0,1,0,3,2,6,0,10,7,5,0,23,10,55,0,0,1,1,2,0,6,42,1,0,14,6,75,1,0,3,0,18,2,24,0,2,0,0,3
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,13,المغيريه - المدرسة الرسمية - غرفة رقم 4,348,4,13,344,8,0,3,10,77,13,32,4,151,0,1,0,1,0,0,6,11,0,5,8,8,18,19,9,73,0,2,1,0,4,0,5,29,6,0,19,6,70,0,0,0,0,22,0,22,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,14,برجا - ثانوية كمال جنبلاط - غرفة رقم 1,385,9,0,376,5,0,3,97,8,35,0,1,150,0,0,0,0,0,0,0,1,0,13,1,16,1,33,5,69,0,3,0,0,3,0,80,11,0,0,4,1,96,0,0,3,0,54,0,57,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,15,برجا - ثانوية كمال جنبلاط - غرفة رقم 2,320,13,4,307,3,0,2,92,3,22,2,0,127,0,0,0,0,0,0,0,0,0,9,0,19,0,50,6,87,0,1,0,0,1,0,35,11,0,0,2,0,49,0,0,0,0,34,4,39,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,16,برجا - ثانوية كمال جنبلاط - غرفة رقم 3,317,13,3,304,1,0,0,71,1,18,2,0,99,0,0,0,0,0,0,0,0,0,20,12,8,0,29,10,84,0,3,0,0,4,0,60,20,0,0,3,3,87,0,0,0,0,25,0,27,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,17,برجا - ثانوية كمال جنبلاط - غرفة رقم 4,405,22,2,383,2,0,0,69,8,46,3,3,135,0,0,0,0,0,1,1,2,0,19,2,18,2,53,3,102,1,2,0,0,3,0,50,16,0,0,1,4,72,0,0,1,0,62,0,64,0,1,1,0,3
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,18,برجا - ثانوية كمال جنبلاط - غرفة رقم 5,344,9,5,335,0,0,2,86,2,31,1,0,126,0,0,0,0,0,0,1,1,1,28,7,2,0,57,3,103,0,1,0,0,1,0,39,12,0,0,7,0,59,0,0,0,0,36,3,40,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,19,برجا - ثانوية كمال جنبلاط - غرفة رقم 6,374,10,4,364,3,0,0,67,4,21,0,2,100,0,0,0,0,1,1,0,2,0,5,6,10,0,64,11,99,0,4,0,0,4,0,60,10,0,0,2,3,76,0,0,0,0,74,1,77,0,2,0,0,2
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,20,برجا - ثانوية كمال جنبلاط - غرفة رقم 7,342,5,1,337,0,0,3,78,10,21,0,3,118,0,0,0,0,0,0,0,1,0,16,14,11,0,34,6,82,0,3,0,0,3,0,43,24,0,0,8,4,79,0,0,0,0,52,0,52,0,0,0,0,1
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,21,برجا - ثانوية كمال جنبلاط - غرفة رقم 8,326,32,2,294,6,0,4,65,5,42,0,0,129,0,0,0,0,1,1,1,4,0,8,8,9,0,39,5,70,0,2,0,0,2,0,37,10,0,0,1,1,49,0,0,0,0,38,0,38,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,22,برجا - متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 1,318,4,2,314,0,0,7,86,6,27,3,0,132,0,2,0,0,0,0,1,3,0,7,12,8,0,46,4,77,0,1,0,0,1,0,39,15,0,0,4,3,61,0,0,0,0,27,3,30,0,8,0,0,8
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,23,برجا - متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 2,387,29,1,358,8,0,1,112,12,19,3,0,159,0,0,0,0,0,0,1,1,0,6,2,10,0,55,4,79,0,1,0,0,1,0,39,7,0,0,2,2,50,0,0,0,1,59,5,65,0,1,0,0,2
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,24,برجا - متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 3,316,22,1,294,0,0,3,65,5,29,2,2,111,0,0,0,0,0,0,2,3,0,11,3,12,0,28,2,59,0,1,0,0,1,0,30,19,0,0,1,2,52,0,1,0,0,65,1,67,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,25,برجا - متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 4,329,6,7,323,4,0,0,54,4,27,1,0,92,0,0,0,0,0,0,1,1,0,13,11,14,1,35,5,79,0,11,0,0,11,0,54,21,0,1,2,1,79,0,1,0,0,48,2,51,0,1,0,1,3
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,26,برجا - متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 5,447,6,5,441,1,0,2,110,10,18,1,0,143,0,0,0,0,0,0,1,1,0,7,4,15,0,44,9,81,1,5,0,0,6,0,95,21,0,0,6,1,123,0,0,2,0,79,1,82,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,27,برجا - متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 6,365,45,4,320,2,0,1,96,6,14,1,1,121,0,0,0,0,0,0,0,0,0,7,3,20,0,40,3,74,0,1,0,0,3,0,46,15,0,0,5,2,68,0,0,0,0,43,7,50,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,28,برجا - متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 7,370,23,0,347,3,0,1,66,1,32,0,1,107,0,0,0,0,0,0,0,0,0,22,14,10,0,38,4,90,0,4,0,0,5,0,58,31,0,0,4,2,98,0,0,0,0,45,0,47,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,29,برجا - متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 8,409,39,10,370,2,0,1,80,5,32,0,0,128,0,0,1,2,0,0,0,4,0,10,7,15,1,49,1,86,0,7,0,0,7,0,51,23,0,0,1,1,78,0,0,0,0,51,1,55,0,2,0,0,2
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,30,برجا - التكميلية الرسمية للبنات - غرفة رقم 1,416,11,4,405,0,0,1,71,6,36,0,2,117,0,0,0,0,1,2,4,8,0,35,1,10,0,74,2,122,0,0,0,0,0,0,57,28,0,0,3,2,92,0,0,0,0,60,2,62,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,31,برجا - التكميلية الرسمية للبنات - غرفة رقم 2,446,11,2,435,1,0,0,79,4,26,0,3,116,0,0,0,0,1,0,2,3,0,7,5,15,0,71,10,112,0,5,0,0,5,0,68,22,0,0,2,0,94,0,0,0,0,97,3,101,0,0,0,1,2
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,32,برجا - التكميلية الرسمية للبنات - غرفة رقم 3,403,3,4,400,3,0,1,89,6,19,0,1,122,0,0,0,0,0,0,0,0,0,13,14,13,2,46,7,95,0,4,0,0,4,0,66,24,0,0,11,2,104,0,0,0,0,67,3,71,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,33,برجا - التكميلية الرسمية للبنات - غرفة رقم 4,377,18,6,359,5,0,3,97,6,34,0,1,152,0,0,0,0,0,0,0,0,0,12,13,15,0,42,7,90,0,0,0,0,0,0,27,33,0,0,2,1,64,0,0,0,0,44,3,47,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,34,برجا - التكميلية الرسمية للبنات - غرفة رقم 5,362,5,3,357,2,0,5,80,6,11,0,1,110,1,1,0,0,0,0,0,3,0,7,23,11,0,58,1,103,0,3,0,0,3,0,49,32,0,0,1,0,85,0,0,0,0,46,3,50,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,35,برجا - التكميلية الرسمية للبنات - غرفة رقم 6,395,23,4,372,5,1,0,116,5,17,0,4,152,0,0,0,0,1,0,0,3,1,3,2,13,0,54,3,77,0,1,0,0,1,0,52,12,0,0,5,1,71,0,0,0,0,59,5,64,0,0,0,0,0
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,36,برجا - التكميلية الرسمية للبنات - غرفة رقم 7,389,22,1,367,6,0,3,63,4,34,0,2,118,0,0,0,0,0,0,2,3,0,18,5,28,0,43,1,96,0,1,0,1,3,0,49,25,0,0,5,2,82,0,0,0,0,63,0,63,0,0,1,0,1
محضر لجنة القيد االبتدائية الثانية في دائرة جبل لبنان 4 - الشوف,37,برجا - التكميلية الرسمية للبنات - غرفة رقم 8,394,15,4,379,6,0,2,56,4,14,2,2,94,0,0,2,0,2,0,1,6,0,10,13,22,0,43,9,99,0,10,0,0,10,0,63,25,0,1,7,3,100,0,0,0,0,61,3,65,0,0,0,0,1
