الدائرة,القضاء,القرية,رقم قلم الاقتراع,مركز قلم الاقتراع,الجنس,الطائفة,من سجل,الى سجل
البقاع ٢,البقاع الغربي,عين التينه,107,المدرسة الرسمية الاولى غرفة رقم ١,ذكور,شيعي,1,20
البقاع ٢,البقاع الغربي,عين التينه,108,المدرسة الرسمية الاولى غرفة رقم ٢,اناث,شيعي,1,23
البقاع ٢,البقاع الغربي,عين التينه,109,المدرسة الرسمية الاولى غرفة رقم ٣,اناث,شيعي,25,36
البقاع ٢,البقاع الغربي,عين التينه,109,المدرسة الرسمية الاولى غرفة رقم ٣,ذكور,شيعي,21,35
البقاع ٢,البقاع الغربي,عين زبده,110,دار البلدية غرفة رقم ١,ذكور,ماروني,2,86
البقاع ٢,البقاع الغربي,عين زبده,111,دار البلدية غرفة رقم ٢,اناث,روم كاثوليك,1,1
البقاع ٢,البقاع الغربي,عين زبده,111,دار البلدية غرفة رقم ٢,ذكور,روم كاثوليك,1,1
البقاع ٢,البقاع الغربي,عين زبده,111,دار البلدية غرفة رقم ٢,اناث,ماروني,2,73
البقاع ٢,البقاع الغربي,عين زبده,112,دار البلدية غرفة رقم ٣,اناث,انجيلي,1,2
البقاع ٢,البقاع الغربي,عين زبده,112,دار البلدية غرفة رقم ٣,ذكور,انجيلي,1,1
البقاع ٢,البقاع الغربي,عين زبده,112,دار البلدية غرفة رقم ٣,اناث,درزي,2,11
البقاع ٢,البقاع الغربي,عين زبده,112,دار البلدية غرفة رقم ٣,ذكور,درزي,2,11
البقاع ٢,البقاع الغربي,عين زبده,112,دار البلدية غرفة رقم ٣,اناث,روم ارثوذكس,1,2
البقاع ٢,البقاع الغربي,عين زبده,112,دار البلدية غرفة رقم ٣,ذكور,روم ارثوذكس,1,1
البقاع ٢,البقاع الغربي,عين زبده,112,دار البلدية غرفة رقم ٣,اناث,ماروني,75,140
البقاع ٢,البقاع الغربي,عين زبده,112,دار البلدية غرفة رقم ٣,ذكور,ماروني,87,140
البقاع ٢,البقاع الغربي,غزه,113,التكميلية الرسمية غرفة رقم ١,ذكور,سني,1,48
البقاع ٢,البقاع الغربي,غزه,114,التكميلية الرسمية غرفة رقم ٢,ذكور,سني,49,98
البقاع ٢,البقاع الغربي,غزه,115,التكميلية الرسمية غرفة رقم ٣,ذكور,سني,99,148
البقاع ٢,البقاع الغربي,غزه,116,التكميلية الرسمية غرفة رقم ٤,ذكور,سني,150,317
البقاع ٢,البقاع الغربي,غزه,117,ثانوية غزه الرسمية غرفة رقم ١,اناث,سني,1,49
البقاع ٢,البقاع الغربي,غزه,118,ثانوية غزه الرسمية غرفة رقم ٢,اناث,سني,50,99
البقاع ٢,البقاع الغربي,غزه,119,ثانوية غزه الرسمية غرفة رقم ٣,اناث,سني,100,151
البقاع ٢,البقاع الغربي,غزه,120,ثانوية غزه الرسمية غرفة رقم ٤,اناث,سني,152,315
البقاع ٢,البقاع الغربي,قليا,121,المدرسة الرسمية الاولى غرفة رقم ١,ذكور,شيعي,1,40
البقاع ٢,البقاع الغربي,قليا,122,المدرسة الرسمية الاولى غرفة رقم ٢,اناث,شيعي,1,42
البقاع ٢,البقاع الغربي,قليا,123,المدرسة الرسمية الاولى غرفة رقم ٣,اناث,شيعي,43,89
البقاع ٢,البقاع الغربي,قليا,123,المدرسة الرسمية الاولى غرفة رقم ٣,ذكور,شيعي,41,89
البقاع ٢,البقاع الغربي,كامد اللوز,124,التكميلية الرسمية غرفة رقم ١,اناث,سني,46,77
البقاع ٢,البقاع الغربي,كامد اللوز,125,التكميلية الرسمية غرفة رقم ٢,اناث,سني,78,118
البقاع ٢,البقاع الغربي,كامد اللوز,126,التكميلية الرسمية غرفة رقم ٣,اناث,سني,120,174
البقاع ٢,البقاع الغربي,كامد اللوز,127,التكميلية الرسمية غرفة رقم ٤,اناث,سني,176,268
البقاع ٢,البقاع الغربي,كامد اللوز,127,التكميلية الرسمية غرفة رقم ٤,ذكور,سني,179,269
البقاع ٢,البقاع الغربي,كامد اللوز,128,الثانوية الرسمية غرفة رقم ١,ذكور,سني,1,48
البقاع ٢,البقاع الغربي,كامد اللوز,129,الثانوية الرسمية غرفة رقم ٢,ذكور,سني,49,80
البقاع ٢,البقاع الغربي,كامد اللوز,130,الثانوية الرسمية غرفة رقم ٣,ذكور,سني,81,125
البقاع ٢,البقاع الغربي,كامد اللوز,131,الثانوية الرسمية غرفة رقم ٤,ذكور,سني,126,177
البقاع ٢,البقاع الغربي,كامد اللوز,132,الثانوية الرسمية غرفة رقم ٥,اناث,سني,1,45
البقاع ٢,البقاع الغربي,كفريا,133,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,1
البقاع ٢,البقاع الغربي,كفريا,133,المدرسة الرسمية غرفة رقم ١,ذكور,روم كاثوليك,3,11
البقاع ٢,البقاع الغربي,كفريا,133,المدرسة الرسمية غرفة رقم ١,ذكور,سني,1,92
البقاع ٢,البقاع الغربي,كفريا,133,المدرسة الرسمية غرفة رقم ١,ذكور,شيعي,1,4
البقاع ٢,البقاع الغربي,كفريا,134,المدرسة الرسمية غرفة رقم ٢,اناث,درزي,1,1
البقاع ٢,البقاع الغربي,كفريا,134,المدرسة الرسمية غرفة رقم ٢,اناث,روم كاثوليك,3,8
البقاع ٢,البقاع الغربي,كفريا,134,المدرسة الرسمية غرفة رقم ٢,اناث,سني,2,92
البقاع ٢,البقاع الغربي,كفريا,134,المدرسة الرسمية غرفة رقم ٢,اناث,شيعي,1,4
البقاع ٢,البقاع الغربي,لالا,135,المدرسة الرسمية غرفة رقم ١,ذكور,سني,2,42
البقاع ٢,البقاع الغربي,لالا,136,المدرسة الرسمية غرفة رقم ٢,ذكور,سني,44,110
البقاع ٢,البقاع الغربي,لالا,137,المدرسة الرسمية غرفة رقم ٣,ذكور,سني,111,157
البقاع ٢,البقاع الغربي,لالا,138,مدرسة عائشه أم المؤمنين غرفة رقم ١,اناث,سني,2,49
البقاع ٢,البقاع الغربي,لالا,139,مدرسة عائشه أم المؤمنين غرفة رقم ٢,اناث,سني,50,117
البقاع ٢,البقاع الغربي,لالا,140,مدرسة عائشه أم المؤمنين غرفة رقم ٣,اناث,سني,118,175
البقاع ٢,البقاع الغربي,لالا,141,مدرسة عائشه أم المؤمنين غرفة رقم ٤,اناث,سني,176,307
البقاع ٢,البقاع الغربي,لالا,141,مدرسة عائشه أم المؤمنين غرفة رقم ٤,ذكور,سني,158,307
البقاع ٢,البقاع الغربي,لبايا,142,المدرسة الرسمية غرفة رقم ١,ذكور,شيعي,1,38
البقاع ٢,البقاع الغربي,لبايا,143,المدرسة الرسمية غرفة رقم ٢,ذكور,شيعي,39,64
البقاع ٢,البقاع الغربي,لبايا,144,المدرسة الرسمية غرفة رقم ٣,ذكور,شيعي,65,140
البقاع ٢,البقاع الغربي,لبايا,145,المدرسة الرسمية غرفة رقم ٤,اناث,شيعي,1,37
البقاع ٢,البقاع الغربي,لبايا,146,المدرسة الرسمية غرفة رقم ٥,اناث,شيعي,38,63
البقاع ٢,البقاع الغربي,لبايا,147,المدرسة الرسمية غرفة رقم ٦,اناث,شيعي,64,116
البقاع ٢,البقاع الغربي,لوسيا,148,المدرسة الرسمية في ميدون غرفة رقم ٢,اناث,شيعي,3,16
البقاع ٢,البقاع الغربي,لوسيا,148,المدرسة الرسمية في ميدون غرفة رقم ٢,ذكور,شيعي,3,16
البقاع ٢,البقاع الغربي,مشغره التحتا,149,المدرسة الرسمية للبنات غرفة رقم ١,ذكور,شيعي,2,47
البقاع ٢,البقاع الغربي,مشغره التحتا,150,المدرسة الرسمية للبنات غرفة رقم ٢,ذكور,شيعي,48,101
البقاع ٢,البقاع الغربي,مشغره التحتا,151,المدرسة الرسمية للبنات غرفة رقم ٣,ذكور,شيعي,103,144
البقاع ٢,البقاع الغربي,مشغره التحتا,152,المدرسة الرسمية للبنات غرفة رقم ٤,ذكور,شيعي,145,196
البقاع ٢,البقاع الغربي,مشغره التحتا,153,المدرسة الرسمية للبنات غرفة رقم ٥,ذكور,شيعي,197,245
البقاع ٢,البقاع الغربي,مشغره التحتا,154,المدرسة الرسمية للبنات غرفة رقم ٦,اناث,شيعي,1,47
البقاع ٢,البقاع الغربي,مشغره التحتا,155,المدرسة الرسمية للبنات غرفة رقم ٧,اناث,شيعي,48,99
البقاع ٢,البقاع الغربي,مشغره التحتا,156,المدرسة الرسمية للبنات غرفة رقم ٨,اناث,شيعي,100,146
البقاع ٢,البقاع الغربي,مشغره التحتا,157,المدرسة الرسمية للبنات غرفة رقم ٩,اناث,شيعي,148,196
البقاع ٢,البقاع الغربي,مشغره التحتا,158,المدرسة الرسمية للبنات غرفة رقم ١٠,اناث,شيعي,197,266
البقاع ٢,البقاع الغربي,مشغره التحتا,159,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ١,ذكور,روم ارثوذكس,1,6
البقاع ٢,البقاع الغربي,مشغره التحتا,159,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ١,ذكور,روم كاثوليك,1,45
البقاع ٢,البقاع الغربي,مشغره التحتا,159,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ١,ذكور,سني,1,8
البقاع ٢,البقاع الغربي,مشغره التحتا,159,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ١,ذكور,شيعي,247,343
البقاع ٢,البقاع الغربي,مشغره التحتا,159,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ١,ذكور,ماروني,1,2
البقاع ٢,البقاع الغربي,مشغره التحتا,160,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ٢,اناث,روم ارثوذكس,1,7
البقاع ٢,البقاع الغربي,مشغره التحتا,160,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ٢,اناث,روم كاثوليك,1,46
البقاع ٢,البقاع الغربي,مشغره التحتا,160,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ٢,اناث,سني,1,8
البقاع ٢,البقاع الغربي,مشغره التحتا,160,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ٢,اناث,شيعي,274,327
البقاع ٢,البقاع الغربي,مشغره التحتا,160,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ٢,اناث,ماروني,1,2
البقاع ٢,البقاع الغربي,مشغره الفوقا,161,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ١,ذكور,روم كاثوليك,1,102
البقاع ٢,البقاع الغربي,مشغره الفوقا,162,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ٢,ذكور,روم كاثوليك,103,177
البقاع ٢,البقاع الغربي,مشغره الفوقا,163,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ٣,ذكور,روم كاثوليك,178,410
البقاع ٢,البقاع الغربي,مشغره الفوقا,164,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ٤,اناث,روم كاثوليك,1,95
البقاع ٢,البقاع الغربي,مشغره الفوقا,165,المدرسة الرسمية للصبيان – حي التعمير غرفة رقم ٥,اناث,روم كاثوليك,96,176
